lemma,inflect_type,pos,case,form
Sakala,1,H,sg n,Sakala
Sakala,1,H,sg g,Sakala
salatseja,1,S,sg n,salatseja
salatseja,1,S,sg g,salatseja
salgamatu,1,A,sg n,salgamatu
salgamatu,1,A,sg g,salgamatu
sallimatu,1,A,sg n,sallimatu
sallimatu,1,A,sg g,sallimatu
salvesti,1,S,sg n,salvesti
salvesti,1,S,sg g,salvesti
samaaria,1,S,sg n,samaaria
samaaria,1,S,sg g,samaaria
Sambia,1,H,sg n,Sambia
Sambia,1,H,sg g,Sambia
samojedoloogia,1,S,sg n,samojedoloogia
samojedoloogia,1,S,sg g,samojedoloogia
sandarmeeria,1,S,sg n,sandarmeeria
sandarmeeria,1,S,sg g,sandarmeeria
Sandra,1,H,sg n,Sandra
Sandra,1,H,sg g,Sandra
Sangaste,1,H,sg n,Sangaste
Sangaste,1,H,sg g,Sangaste
Sangla,1,H,sg n,Sangla
Sangla,1,H,sg g,Sangla
sanitaaria,1,S,sg n,sanitaaria
sanitaaria,1,S,sg g,sanitaaria
Sarajevo,1,H,sg n,Sarajevo
Sarajevo,1,H,sg g,Sarajevo
Sardiinia,1,H,sg n,Sardiinia
Sardiinia,1,H,sg g,Sardiinia
sarvitu,1,A,sg n,sarvitu
sarvitu,1,A,sg g,sarvitu
satraapia,1,S,sg n,satraapia
satraapia,1,S,sg g,satraapia
sattunu,1,S,sg n,sattunu
sattunu,1,S,sg g,sattunu
Scania,1,H,sg n,Scania
Scania,1,H,sg g,Scania
Scotia,1,H,sg n,Scotia
Scotia,1,H,sg g,Scotia
seadja,1,S,sg n,seadja
seadja,1,S,sg g,seadja
seadusetu,1,A,sg n,seadusetu
seadusetu,1,A,sg g,seadusetu
seedimatu,1,A,sg n,seedimatu
seedimatu,1,A,sg g,seedimatu
seedumatu,1,A,sg n,seedumatu
seedumatu,1,A,sg g,seedumatu
seemendi,1,S,sg n,seemendi
seemendi,1,S,sg g,seemendi
seemla,1,S,sg n,seemla
seemla,1,S,sg g,seemla
seemnetu,1,A,sg n,seemnetu
seemnetu,1,A,sg g,seemnetu
seepia,1,S,sg n,seepia
seepia,1,S,sg g,seepia
seeria,1,S,sg n,seeria
seeria,1,S,sg g,seeria
segaja,1,S,sg n,segaja
segaja,1,S,sg g,segaja
segamatu,1,A,sg n,segamatu
segamatu,1,A,sg g,segamatu
segisti,1,S,sg n,segisti
segisti,1,S,sg g,segisti
segunematu,1,A,sg n,segunematu
segunematu,1,A,sg g,segunematu
seikleja,1,S,sg n,seikleja
seikleja,1,S,sg g,seikleja
seisja,1,S,sg n,seisja
seisja,1,S,sg g,seisja
seismoloogia,1,S,sg n,seismoloogia
seismoloogia,1,S,sg g,seismoloogia
seksuoloogia,1,S,sg n,seksuoloogia
seksuoloogia,1,S,sg g,seksuoloogia
selenoloogia,1,S,sg n,selenoloogia
selenoloogia,1,S,sg g,selenoloogia
seletaja,1,S,sg n,seletaja
seletaja,1,S,sg g,seletaja
seletamatu,1,A,sg n,seletamatu
seletamatu,1,A,sg g,seletamatu
selge,1,A,sg n,selge
selge,1,A,sg g,selge
selgitaja,1,S,sg n,selgitaja
selgitaja,1,S,sg g,selgitaja
selgusetu,1,A,sg n,selgusetu
selgusetu,1,A,sg g,selgusetu
seltsimatu,1,A,sg n,seltsimatu
seltsimatu,1,A,sg g,seltsimatu
seltsitu,1,A,sg n,seltsitu
seltsitu,1,A,sg g,seltsitu
semantika,1,S,sg n,semantika
semantika,1,S,sg g,semantika
semasioloogia,1,S,sg n,semasioloogia
semasioloogia,1,S,sg g,semasioloogia
Semeru,1,H,sg n,Semeru
Semeru,1,H,sg g,Semeru
semiootika,1,S,sg n,semiootika
semiootika,1,S,sg g,semiootika
semitoloogia,1,S,sg n,semitoloogia
semitoloogia,1,S,sg g,semitoloogia
Semjonova,1,H,sg n,Semjonova
Semjonova,1,H,sg g,Semjonova
semstvo,1,S,sg n,semstvo
semstvo,1,S,sg g,semstvo
seosetu,1,A,sg n,seosetu
seosetu,1,A,sg g,seosetu
Serbia,1,H,sg n,Serbia
Serbia,1,H,sg g,Serbia
Sergejeva,1,H,sg n,Sergejeva
Sergejeva,1,H,sg g,Sergejeva
sfragistika,1,S,sg n,sfragistika
sfragistika,1,S,sg g,sfragistika
siblija,1,S,sg n,siblija
siblija,1,S,sg g,siblija
sidumatu,1,A,sg n,sidumatu
sidumatu,1,A,sg g,sidumatu
sigala,1,S,sg n,sigala
sigala,1,S,sg g,sigala
sigimatu,1,A,sg n,sigimatu
sigimatu,1,A,sg g,sigimatu
Sigulda,1,H,sg n,Sigulda
Sigulda,1,H,sg g,Sigulda
sihitu,1,A,sg n,sihitu
sihitu,1,A,sg g,sihitu
Siimusti,1,H,sg n,Siimusti
Siimusti,1,H,sg g,Siimusti
siivutu,1,A,sg n,siivutu
siivutu,1,A,sg g,siivutu
sikuska,1,S,sg n,sikuska
sikuska,1,S,sg g,sikuska
sikuti,1,S,sg n,sikuti
sikuti,1,S,sg g,sikuti
silmitu,1,A,sg n,silmitu
silmitu,1,A,sg g,silmitu
Silvia,1,H,sg n,Silvia
Silvia,1,H,sg g,Silvia
simuleerija,1,S,sg n,simuleerija
simuleerija,1,S,sg g,simuleerija
Simuna,1,H,sg n,Simuna
Simuna,1,H,sg g,Simuna
sinoloogia,1,S,sg n,sinoloogia
sinoloogia,1,S,sg g,sinoloogia
sirge,1,S,sg n,sirge
sirge,1,S,sg g,sirge
siristaja,1,S,sg n,siristaja
siristaja,1,S,sg g,siristaja
Sirkka,1,H,sg n,Sirkka
Sirkka,1,H,sg g,Sirkka
sirutatu,1,S,sg n,sirutatu
sirutatu,1,S,sg g,sirutatu
siseneja,1,S,sg n,siseneja
siseneja,1,S,sg g,siseneja
sisutu,1,A,sg n,sisutu
sisutu,1,A,sg g,sisutu
sitke,1,A,sg n,sitke
sitke,1,A,sg g,sitke
Sitsiilia,1,H,sg n,Sitsiilia
Sitsiilia,1,H,sg g,Sitsiilia
skandaalitseja,1,S,sg n,skandaalitseja
skandaalitseja,1,S,sg g,skandaalitseja
Skandinaavia,1,H,sg n,Skandinaavia
Skandinaavia,1,H,sg g,Skandinaavia
skandinavistika,1,S,sg n,skandinavistika
skandinavistika,1,S,sg g,skandinavistika
sklerodermia,1,S,sg n,sklerodermia
sklerodermia,1,S,sg g,sklerodermia
skolastika,1,S,sg n,skolastika
skolastika,1,S,sg g,skolastika
skumbria,1,S,sg n,skumbria
skumbria,1,S,sg g,skumbria
slavistika,1,S,sg n,slavistika
slavistika,1,S,sg g,slavistika
Slovakkia,1,H,sg n,Slovakkia
Slovakkia,1,H,sg g,Slovakkia
Sloveenia,1,H,sg n,Sloveenia
Sloveenia,1,H,sg g,Sloveenia
sobimatu,1,A,sg n,sobimatu
sobimatu,1,A,sg g,sobimatu
sobitaja,1,S,sg n,sobitaja
sobitaja,1,S,sg g,sobitaja
sobitleja,1,S,sg n,sobitleja
sobitleja,1,S,sg g,sobitleja
sodoomia,1,S,sg n,sodoomia
sodoomia,1,S,sg g,sodoomia
Sofija,1,H,sg n,Sofija
Sofija,1,H,sg g,Sofija
sofistika,1,S,sg n,sofistika
sofistika,1,S,sg g,sofistika
solvaja,1,S,sg n,solvaja
solvaja,1,S,sg g,solvaja
solvatu,1,S,sg n,solvatu
solvatu,1,S,sg g,solvatu
solvunu,1,S,sg n,solvunu
solvunu,1,S,sg g,solvunu
Somaalia,1,H,sg n,Somaalia
Somaalia,1,H,sg g,Somaalia
Sonda,1,H,sg n,Sonda
Sonda,1,H,sg g,Sonda
songermu,1,S,sg n,songermu
songermu,1,S,sg g,songermu
sonija,1,S,sg n,sonija
sonija,1,S,sg g,sonija
Soodla,1,H,sg n,Soodla
Soodla,1,H,sg g,Soodla
soojendi,1,S,sg n,soojendi
soojendi,1,S,sg g,soojendi
soojuti,1,S,sg n,soojuti
soojuti,1,S,sg g,soojuti
sooritaja,1,S,sg n,sooritaja
sooritaja,1,S,sg g,sooritaja
soosija,1,S,sg n,soosija
soosija,1,S,sg g,soosija
sootu,1,A,sg n,sootu
sootu,1,A,sg g,sootu
soovija,1,S,sg n,soovija
soovija,1,S,sg g,soovija
soovimatu,1,A,sg n,soovimatu
soovimatu,1,A,sg g,soovimatu
soovitaja,1,S,sg n,soovitaja
soovitaja,1,S,sg g,soovitaja
soovitu,1,S,sg n,soovitu
soovitu,1,S,sg g,soovitu
soperdaja,1,S,sg n,soperdaja
soperdaja,1,S,sg g,soperdaja
Sorokina,1,H,sg n,Sorokina
Sorokina,1,H,sg g,Sorokina
sotnja,1,S,sg n,sotnja
sotnja,1,S,sg g,sotnja
sotsiaalia,1,S,sg n,sotsiaalia
sotsiaalia,1,S,sg g,sotsiaalia
sotsioloogia,1,S,sg n,sotsioloogia
sotsioloogia,1,S,sg g,sotsioloogia
soveldi,1,S,sg n,soveldi
soveldi,1,S,sg g,soveldi
spekuleerija,1,S,sg n,spekuleerija
spekuleerija,1,S,sg g,spekuleerija
spetsiifika,1,S,sg n,spetsiifika
spetsiifika,1,S,sg g,spetsiifika
staatika,1,S,sg n,staatika
staatika,1,S,sg g,staatika
Starovoitova,1,H,sg n,Starovoitova
Starovoitova,1,H,sg g,Starovoitova
statistika,1,S,sg n,statistika
statistika,1,S,sg g,statistika
stenokardia,1,S,sg n,stenokardia
stenokardia,1,S,sg g,stenokardia
stenotüüpia,1,S,sg n,stenotüüpia
stenotüüpia,1,S,sg g,stenotüüpia
Stepanova,1,H,sg n,Stepanova
Stepanova,1,H,sg g,Stepanova
stereomeetria,1,S,sg n,stereomeetria
stereomeetria,1,S,sg g,stereomeetria
stereo,1,S,sg n,stereo
stereo,1,S,sg g,stereo
stereotüüpia,1,S,sg n,stereotüüpia
stereotüüpia,1,S,sg g,stereotüüpia
stiihia,1,S,sg n,stiihia
stiihia,1,S,sg g,stiihia
stiilitu,1,A,sg n,stiilitu
stiilitu,1,A,sg g,stiilitu
stilistika,1,S,sg n,stilistika
stilistika,1,S,sg g,stilistika
stimuleerija,1,S,sg n,stimuleerija
stimuleerija,1,S,sg g,stimuleerija
stomatoloogia,1,S,sg n,stomatoloogia
stomatoloogia,1,S,sg g,stomatoloogia
strateegia,1,S,sg n,strateegia
strateegia,1,S,sg g,strateegia
struktuuritu,1,A,sg n,struktuuritu
struktuuritu,1,A,sg g,struktuuritu
stsientoloogia,1,S,sg n,stsientoloogia
stsientoloogia,1,S,sg g,stsientoloogia
stsientsioloogia,1,S,sg n,stsientsioloogia
stsientsioloogia,1,S,sg g,stsientsioloogia
stuudio,1,S,sg n,stuudio
stuudio,1,S,sg g,stuudio
Sucre,1,H,sg n,Sucre
Sucre,1,H,sg g,Sucre
suguti,1,S,sg n,suguti
suguti,1,S,sg g,suguti
sugutu,1,A,sg n,sugutu
sugutu,1,A,sg g,sugutu
suhtleja,1,S,sg n,suhtleja
suhtleja,1,S,sg g,suhtleja
suitsetaja,1,S,sg n,suitsetaja
suitsetaja,1,S,sg g,suitsetaja
suletu,1,S,sg n,suletu
suletu,1,S,sg g,suletu
Sumatra,1,H,sg n,Sumatra
Sumatra,1,H,sg g,Sumatra
sumbe,1,A,sg n,sumbe
sumbe,1,A,sg g,sumbe
sumisti,1,S,sg n,sumisti
sumisti,1,S,sg g,sumisti
summutamatu,1,A,sg n,summutamatu
summutamatu,1,A,sg g,summutamatu
summuti,1,S,sg n,summuti
summuti,1,S,sg g,summuti
Sunda,1,H,sg n,Sunda
Sunda,1,H,sg g,Sunda
sundija,1,S,sg n,sundija
sundija,1,S,sg g,sundija
sundimatu,1,A,sg n,sundimatu
sundimatu,1,A,sg g,sundimatu
sunnitu,1,S,sg n,sunnitu
sunnitu,1,S,sg g,sunnitu
surematu,1,A,sg n,surematu
surematu,1,A,sg g,surematu
surija,1,S,sg n,surija
surija,1,S,sg g,surija
surmaja,1,S,sg n,surmaja
surmaja,1,S,sg g,surmaja
surnu,1,S,sg n,surnu
surnu,1,S,sg g,surnu
susija,1,S,sg n,susija
susija,1,S,sg g,susija
suubla,1,S,sg n,suubla
suubla,1,S,sg g,suubla
suunistaja,1,S,sg n,suunistaja
suunistaja,1,S,sg g,suunistaja
suurendi,1,S,sg n,suurendi
suurendi,1,S,sg g,suurendi
suurustaja,1,S,sg n,suurustaja
suurustaja,1,S,sg g,suurustaja
suurustleja,1,S,sg n,suurustleja
suurustleja,1,S,sg g,suurustleja
suusataja,1,S,sg n,suusataja
suusataja,1,S,sg g,suusataja
suutmatu,1,A,sg n,suutmatu
suutmatu,1,A,sg g,suutmatu
suvila,1,S,sg n,suvila
suvila,1,S,sg g,suvila
suvitaja,1,S,sg n,suvitaja
suvitaja,1,S,sg g,suvitaja
svastika,1,S,sg n,svastika
svastika,1,S,sg g,svastika
sõdija,1,S,sg n,sõdija
sõdija,1,S,sg g,sõdija
sõitja,1,S,sg n,sõitja
sõitja,1,S,sg g,sõitja
sõltumatu,1,A,sg n,sõltumatu
sõltumatu,1,A,sg g,sõltumatu
Sõmeru,1,H,sg n,Sõmeru
Sõmeru,1,H,sg g,Sõmeru
sõnaja,1,S,sg n,sõnaja
sõnaja,1,S,sg g,sõnaja
sõnatu,1,A,sg n,sõnatu
sõnatu,1,A,sg g,sõnatu
sõnuja,1,S,sg n,sõnuja
sõnuja,1,S,sg g,sõnuja
sõratu,1,A,sg n,sõratu
sõratu,1,A,sg g,sõratu
sõrmitu,1,A,sg n,sõrmitu
sõrmitu,1,A,sg g,sõrmitu
sõudja,1,S,sg n,sõudja
sõudja,1,S,sg g,sõudja
säiliti,1,S,sg n,säiliti
säiliti,1,S,sg g,säiliti
säratu,1,A,sg n,säratu
säratu,1,A,sg g,säratu
säästja,1,S,sg n,säästja
säästja,1,S,sg g,säästja
sööbija,1,S,sg n,sööbija
sööbija,1,S,sg g,sööbija
söödu,1,S,sg n,söödu
söödu,1,S,sg g,söödu
sööja,1,S,sg n,sööja
sööja,1,S,sg g,sööja
söökla,1,S,sg n,söökla
söökla,1,S,sg g,söökla
söötja,1,S,sg n,söötja
söötja,1,S,sg g,söötja
sööviti,1,S,sg n,sööviti
sööviti,1,S,sg g,sööviti
südametu,1,A,sg n,südametu
südametu,1,A,sg g,südametu
süllogistika,1,S,sg n,süllogistika
süllogistika,1,S,sg g,süllogistika
sümboolika,1,S,sg n,sümboolika
sümboolika,1,S,sg g,sümboolika
sümfoonia,1,S,sg n,sümfoonia
sümfoonia,1,S,sg g,sümfoonia
sümmeetria,1,S,sg n,sümmeetria
sümmeetria,1,S,sg g,sümmeetria
sümpaatia,1,S,sg n,sümpaatia
sümpaatia,1,S,sg g,sümpaatia
sümptomaatika,1,S,sg n,sümptomaatika
sümptomaatika,1,S,sg g,sümptomaatika
sündinu,1,S,sg n,sündinu
sündinu,1,S,sg g,sündinu
sündmatu,1,A,sg n,sündmatu
sündmatu,1,A,sg g,sündmatu
sündsusetu,1,A,sg n,sündsusetu
sündsusetu,1,A,sg g,sündsusetu
sündusetu,1,A,sg n,sündusetu
sündusetu,1,A,sg g,sündusetu
sünergeetika,1,S,sg n,sünergeetika
sünergeetika,1,S,sg g,sünergeetika
sünergia,1,S,sg n,sünergia
sünergia,1,S,sg g,sünergia
sünge,1,A,sg n,sünge
sünge,1,A,sg g,sünge
sünnitaja,1,S,sg n,sünnitaja
sünnitaja,1,S,sg g,sünnitaja
sünnitanu,1,S,sg n,sünnitanu
sünnitanu,1,S,sg g,sünnitanu
sünnitatu,1,S,sg n,sünnitatu
sünnitatu,1,S,sg g,sünnitatu
sünonüümia,1,S,sg n,sünonüümia
sünonüümia,1,S,sg g,sünonüümia
sünonüümika,1,S,sg n,sünonüümika
sünonüümika,1,S,sg g,sünonüümika
sünoptika,1,S,sg n,sünoptika
sünoptika,1,S,sg g,sünoptika
sünteetika,1,S,sg n,sünteetika
sünteetika,1,S,sg g,sünteetika
süsteemitu,1,A,sg n,süsteemitu
süsteemitu,1,A,sg g,süsteemitu
süstemaatika,1,S,sg n,süstemaatika
süstemaatika,1,S,sg g,süstemaatika
sütitaja,1,S,sg n,sütitaja
sütitaja,1,S,sg g,sütitaja
süttimatu,1,A,sg n,süttimatu
süttimatu,1,A,sg g,süttimatu
süvenematu,1,A,sg n,süvenematu
süvenematu,1,A,sg g,süvenematu
süüdimatu,1,A,sg n,süüdimatu
süüdimatu,1,A,sg g,süüdimatu
süüdistaja,1,S,sg n,süüdistaja
süüdistaja,1,S,sg g,süüdistaja
süüdistatu,1,S,sg n,süüdistatu
süüdistatu,1,S,sg g,süüdistatu
Süüria,1,H,sg n,Süüria
Süüria,1,H,sg g,Süüria
süütaja,1,S,sg n,süütaja
süütaja,1,S,sg g,süütaja
süütu,1,A,sg n,süütu
süütu,1,A,sg g,süütu
Sylvia,1,H,sg n,Sylvia
Sylvia,1,H,sg g,Sylvia
šantažeerija,1,S,sg n,šantažeerija
šantažeerija,1,S,sg g,šantažeerija
Zaitseva,1,H,sg n,Zaitseva
Zaitseva,1,H,sg g,Zaitseva
zoofiilia,1,S,sg n,zoofiilia
zoofiilia,1,S,sg g,zoofiilia
zoohooria,1,S,sg n,zoohooria
zoohooria,1,S,sg g,zoohooria
zoolaatria,1,S,sg n,zoolaatria
zoolaatria,1,S,sg g,zoolaatria
zooloogia,1,S,sg n,zooloogia
zooloogia,1,S,sg g,zooloogia
žandarmeeria,1,S,sg n,žandarmeeria
žandarmeeria,1,S,sg g,žandarmeeria
žurnalistika,1,S,sg n,žurnalistika
žurnalistika,1,S,sg g,žurnalistika
taandumatu,1,A,sg n,taandumatu
taandumatu,1,A,sg g,taandumatu
taastaja,1,S,sg n,taastaja
taastaja,1,S,sg g,taastaja
taastumatu,1,A,sg n,taastumatu
taastumatu,1,A,sg g,taastumatu
tabamatu,1,A,sg n,tabamatu
tabamatu,1,A,sg g,tabamatu
tabatu,1,S,sg n,tabatu
tabatu,1,S,sg g,tabatu
Taebla,1,H,sg n,Taebla
Taebla,1,H,sg g,Taebla
tagala,1,S,sg n,tagala
tagala,1,S,sg g,tagala
taganeja,1,S,sg n,taganeja
taganeja,1,S,sg g,taganeja
Taheva,1,H,sg n,Taheva
Taheva,1,H,sg g,Taheva
tahhükardia,1,S,sg n,tahhükardia
tahhükardia,1,S,sg g,tahhükardia
tahke,1,A,sg n,tahke
tahke,1,A,sg g,tahke
tahkesti,1,S,sg n,tahkesti
tahkesti,1,S,sg g,tahkesti
Tahkuna,1,H,sg n,Tahkuna
Tahkuna,1,H,sg g,Tahkuna
tahtetu,1,A,sg n,tahtetu
tahtetu,1,A,sg g,tahtetu
tahtja,1,S,sg n,tahtja
tahtja,1,S,sg g,tahtja
tahtlusetu,1,A,sg n,tahtlusetu
tahtlusetu,1,A,sg g,tahtlusetu
tahtmatu,1,A,sg n,tahtmatu
tahtmatu,1,A,sg g,tahtmatu
tahumatu,1,A,sg n,tahumatu
tahumatu,1,A,sg g,tahumatu
taibutu,1,A,sg n,taibutu
taibutu,1,A,sg g,taibutu
taidleja,1,S,sg n,taidleja
taidleja,1,S,sg g,taidleja
taimla,1,S,sg n,taimla
taimla,1,S,sg g,taimla
taipamatu,1,A,sg n,taipamatu
taipamatu,1,A,sg g,taipamatu
tajumatu,1,A,sg n,tajumatu
tajumatu,1,A,sg g,tajumatu
takistamatu,1,A,sg n,takistamatu
takistamatu,1,A,sg g,takistamatu
takisti,1,S,sg n,takisti
takisti,1,S,sg g,takisti
taksidermia,1,S,sg n,taksidermia
taksidermia,1,S,sg g,taksidermia
taksonoomia,1,S,sg n,taksonoomia
taksonoomia,1,S,sg g,taksonoomia
taktika,1,S,sg n,taktika
taktika,1,S,sg g,taktika
taktitu,1,A,sg n,taktitu
taktitu,1,A,sg g,taktitu
talitaja,1,S,sg n,talitaja
talitaja,1,S,sg g,talitaja
talitsematu,1,A,sg n,talitsematu
talitsematu,1,A,sg g,talitsematu
taltsutaja,1,S,sg n,taltsutaja
taltsutaja,1,S,sg g,taltsutaja
taltsutamatu,1,A,sg n,taltsutamatu
taltsutamatu,1,A,sg g,taltsutamatu
talumatu,1,A,sg n,talumatu
talumatu,1,A,sg g,talumatu
talutaja,1,S,sg n,talutaja
talutaja,1,S,sg g,talutaja
Tampere,1,H,sg n,Tampere
Tampere,1,H,sg g,Tampere
Tamula,1,H,sg n,Tamula
Tamula,1,H,sg g,Tamula
tankla,1,S,sg n,tankla
tankla,1,S,sg g,tankla
Tansaania,1,H,sg n,Tansaania
Tansaania,1,H,sg g,Tansaania
Tanzania,1,H,sg n,Tanzania
Tanzania,1,H,sg g,Tanzania
tantra,1,S,sg n,tantra
tantra,1,S,sg g,tantra
tantsija,1,S,sg n,tantsija
tantsija,1,S,sg g,tantsija
taotleja,1,S,sg n,taotleja
taotleja,1,S,sg g,taotleja
tapetu,1,S,sg n,tapetu
tapetu,1,S,sg g,tapetu
Tapiku,1,H,sg n,Tapiku
Tapiku,1,H,sg g,Tapiku
tapja,1,S,sg n,tapja
tapja,1,S,sg g,tapja
tarbetu,1,A,sg n,tarbetu
tarbetu,1,A,sg g,tarbetu
tarbija,1,S,sg n,tarbija
tarbija,1,S,sg g,tarbija
targutaja,1,S,sg n,targutaja
targutaja,1,S,sg g,targutaja
taristu,1,S,sg n,taristu
taristu,1,S,sg g,taristu
tarnija,1,S,sg n,tarnija
tarnija,1,S,sg g,tarnija
Tartu,1,H,sg n,Tartu
Tartu,1,H,sg g,Tartu
Tartu,1,H,sg ill,Tartu
Tarvastu,1,H,sg n,Tarvastu
Tarvastu,1,H,sg g,Tarvastu
tarvitaja,1,S,sg n,tarvitaja
tarvitaja,1,S,sg g,tarvitaja
tasku,1,S,sg n,tasku
tasku,1,S,sg g,tasku
tasku,1,S,sg ill,tasku
Tasmaania,1,H,sg n,Tasmaania
Tasmaania,1,H,sg g,Tasmaania
tasustatu,1,S,sg n,tasustatu
tasustatu,1,S,sg g,tasustatu
tautoloogia,1,S,sg n,tautoloogia
tautoloogia,1,S,sg g,tautoloogia
tavatu,1,A,sg n,tavatu
tavatu,1,A,sg g,tavatu
teadja,1,S,sg n,teadja
teadja,1,S,sg g,teadja
teadmatu,1,A,sg n,teadmatu
teadmatu,1,A,sg g,teadmatu
teadustaja,1,S,sg n,teadustaja
teadustaja,1,S,sg g,teadustaja
teadusti,1,S,sg n,teadusti
teadusti,1,S,sg g,teadusti
teadvusetu,1,A,sg n,teadvusetu
teadvusetu,1,A,sg g,teadvusetu
teadvustamatu,1,A,sg n,teadvustamatu
teadvustamatu,1,A,sg g,teadvustamatu
teataja,1,S,sg n,teataja
teataja,1,S,sg g,teataja
teatmestu,1,S,sg n,teatmestu
teatmestu,1,S,sg g,teatmestu
teenija,1,S,sg n,teenija
teenija,1,S,sg g,teenija
teenimatu,1,A,sg n,teenimatu
teenimatu,1,A,sg g,teenimatu
teenindaja,1,S,sg n,teenindaja
teenindaja,1,S,sg g,teenindaja
teenistuja,1,S,sg n,teenistuja
teenistuja,1,S,sg g,teenistuja
Teenuse,1,H,sg n,Teenuse
Teenuse,1,H,sg g,Teenuse
teeskleja,1,S,sg n,teeskleja
teeskleja,1,S,sg g,teeskleja
teesklematu,1,A,sg n,teesklematu
teesklematu,1,A,sg g,teesklematu
tegelinski,1,S,sg n,tegelinski
tegelinski,1,S,sg g,tegelinski
tegevusetu,1,A,sg n,tegevusetu
tegevusetu,1,A,sg g,tegevusetu
tegija,1,S,sg n,tegija
tegija,1,S,sg g,tegija
tegutseja,1,S,sg n,tegutseja
tegutseja,1,S,sg g,tegutseja
tehnika,1,S,sg n,tehnika
tehnika,1,S,sg g,tehnika
tehnoloogia,1,S,sg n,tehnoloogia
tehnoloogia,1,S,sg g,tehnoloogia
tehtu,1,S,sg n,tehtu
tehtu,1,S,sg g,tehtu
teinu,1,S,sg n,teinu
teinu,1,S,sg g,teinu
tekitaja,1,S,sg n,tekitaja
tekitaja,1,S,sg g,tekitaja
tekstoloogia,1,S,sg n,tekstoloogia
tekstoloogia,1,S,sg g,tekstoloogia
tektoonika,1,S,sg n,tektoonika
tektoonika,1,S,sg g,tektoonika
teleekia,1,S,sg n,teleekia
teleekia,1,S,sg g,teleekia
telemaatika,1,S,sg n,telemaatika
telemaatika,1,S,sg g,telemaatika
telemeetria,1,S,sg n,telemeetria
telemeetria,1,S,sg g,telemeetria
teleoloogia,1,S,sg n,teleoloogia
teleoloogia,1,S,sg g,teleoloogia
telepaatia,1,S,sg n,telepaatia
telepaatia,1,S,sg g,telepaatia
Telia,1,H,sg n,Telia
Telia,1,H,sg g,Telia
telkla,1,S,sg n,telkla
telkla,1,S,sg g,telkla
tellija,1,S,sg n,tellija
tellija,1,S,sg g,tellija
temaatika,1,S,sg n,temaatika
temaatika,1,S,sg g,temaatika
tembutaja,1,S,sg n,tembutaja
tembutaja,1,S,sg g,tembutaja
temperamenditu,1,A,sg n,temperamenditu
temperamenditu,1,A,sg g,temperamenditu
tempera,1,S,sg n,tempera
tempera,1,S,sg g,tempera
teogoonia,1,S,sg n,teogoonia
teogoonia,1,S,sg g,teogoonia
teoloogia,1,S,sg n,teoloogia
teoloogia,1,S,sg g,teoloogia
teooria,1,S,sg n,teooria
teooria,1,S,sg g,teooria
teosoofia,1,S,sg n,teosoofia
teosoofia,1,S,sg g,teosoofia
teostaja,1,S,sg n,teostaja
teostaja,1,S,sg g,teostaja
teostamatu,1,A,sg n,teostamatu
teostamatu,1,A,sg g,teostamatu
Tepandi,1,H,sg n,Tepandi
Tepandi,1,H,sg g,Tepandi
teraapia,1,S,sg n,teraapia
teraapia,1,S,sg g,teraapia
teratu,1,A,sg n,teratu
teratu,1,A,sg g,teratu
teritaja,1,S,sg n,teritaja
teritaja,1,S,sg g,teritaja
teriti,1,S,sg n,teriti
teriti,1,S,sg g,teriti
terminoloogia,1,S,sg n,terminoloogia
terminoloogia,1,S,sg g,terminoloogia
tertsia,1,S,sg n,tertsia
tertsia,1,S,sg g,tertsia
tervenenu,1,S,sg n,tervenenu
tervenenu,1,S,sg g,tervenenu
tervistumatu,1,A,sg n,tervistumatu
tervistumatu,1,A,sg g,tervistumatu
Tessalia,1,H,sg n,Tessalia
Tessalia,1,H,sg g,Tessalia
tetraloogia,1,S,sg n,tetraloogia
tetraloogia,1,S,sg g,tetraloogia
tetrarhia,1,S,sg n,tetrarhia
tetrarhia,1,S,sg g,tetrarhia
teurgia,1,S,sg n,teurgia
teurgia,1,S,sg g,teurgia
tibula,1,S,sg n,tibula
tibula,1,S,sg g,tibula
tihke,1,A,sg n,tihke
tihke,1,A,sg g,tihke
tihkesti,1,S,sg n,tihkesti
tihkesti,1,S,sg g,tihkesti
tiivustaja,1,S,sg n,tiivustaja
tiivustaja,1,S,sg g,tiivustaja
tiivutu,1,A,sg n,tiivutu
tiivutu,1,A,sg g,tiivutu
tiksotroopia,1,S,sg n,tiksotroopia
tiksotroopia,1,S,sg g,tiksotroopia
tikutaja,1,S,sg n,tikutaja
tikutaja,1,S,sg g,tikutaja
tilaapia,1,S,sg n,tilaapia
tilaapia,1,S,sg g,tilaapia
tilgatu,1,A,sg n,tilgatu
tilgatu,1,A,sg g,tilgatu
tilguti,1,S,sg n,tilguti
tilguti,1,S,sg g,tilguti
tingimatu,1,A,sg n,tingimatu
tingimatu,1,A,sg g,tingimatu
tintinnabuli,1,S,sg n,tintinnabuli
tintinnabuli,1,S,sg g,tintinnabuli
tintla,1,S,sg n,tintla
tintla,1,S,sg g,tintla
tiriseja,1,S,sg n,tiriseja
tiriseja,1,S,sg g,tiriseja
tivoli,1,S,sg n,tivoli
tivoli,1,S,sg g,tivoli
toetaja,1,S,sg n,toetaja
toetaja,1,S,sg g,toetaja
tohterdaja,1,S,sg n,tohterdaja
tohterdaja,1,S,sg g,tohterdaja
tohutu,1,A,sg n,tohutu
